InvestorsName,TotalInvested,AvgDealSize,NumDeals,NumIndustries,NumCities,NumStages,Cluster,Archetype
"Aspada Investment Advisors, Qualcomm Ventures",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
Aspada Investments,2700000.0,2700000.0,1,1,1,1,0,Aggressive Investor
"Asset Management (Asia) Ltd, Digital Garage Inc",20000000.0,20000000.0,1,1,1,1,0,Aggressive Investor
Astarc Ventures,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Astarc Ventures, 50K Ventures & others",180000.0,180000.0,1,1,1,1,0,Aggressive Investor
"Atul Jalan, Shrikanth & Bharath",640000.0,640000.0,1,1,1,1,0,Aggressive Investor
Atul Nishar,1200000.0,1200000.0,1,1,1,1,0,Aggressive Investor
"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",448000.0,448000.0,1,1,1,1,0,Aggressive Investor
Axiata Digital,16000000.0,16000000.0,1,1,1,1,0,Aggressive Investor
Axilor Ventures,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Ayesha Takia Azmi, Abu Farhan Azmi",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"B Capital Group, Ignition Partners, Greycroft, e.ventures,  Eight Roads Ventures",25000000.0,25000000.0,1,1,1,1,0,Aggressive Investor
BCCL,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
BEENEXT,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",500000000.0,500000000.0,1,1,1,1,2,Conservative Investor
"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"Batlivala & Karani Securities, Venture Works",450000.0,450000.0,1,1,1,1,0,Aggressive Investor
"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
"Bennett, Coleman and Co. Ltd (BCCL)",38700000.0,38700000.0,1,1,1,1,0,Aggressive Investor
"Bennett, Coleman and Company Ltd",15500000.0,7750000.0,2,2,1,1,0,Aggressive Investor
Bertelsmann India,8200000.0,8200000.0,1,1,1,1,0,Aggressive Investor
Bertelsmann India Investments,15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",32000000.0,32000000.0,1,1,1,1,0,Aggressive Investor
"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
"Bessemer Venture Partner, Accel, SAIF Partners",25000000.0,25000000.0,1,1,1,1,0,Aggressive Investor
Bessemer Venture Partners,73300000.0,14660000.0,5,5,3,2,1,Balanced Investor
"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",18000000.0,18000000.0,1,1,1,1,0,Aggressive Investor
"Bessemer Venture Partners, SAIF Partners",8000000.0,8000000.0,1,1,1,1,0,Aggressive Investor
"Bessemer Ventures, Blume Ventures",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Bessemer Ventures, Kae Capital",630000.0,630000.0,1,1,1,1,0,Aggressive Investor
"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",150000.0,150000.0,1,1,1,1,0,Aggressive Investor
Bhavdeep Reddy,400000.0,400000.0,1,1,1,1,0,Aggressive Investor
Bhavin Turakhia,19000000.0,19000000.0,1,1,1,1,0,Aggressive Investor
"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",275000.0,275000.0,1,1,1,1,0,Aggressive Investor
"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",330000.0,330000.0,1,1,1,1,0,Aggressive Investor
Bitkemy Ventures,400000.0,400000.0,1,1,1,1,0,Aggressive Investor
Biz Stone,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
BlackJag Partners,200000.0,200000.0,1,1,1,1,0,Aggressive Investor
BlackSoil Capital Pvt Ltd,800000.0,800000.0,1,1,1,1,0,Aggressive Investor
BlackSoil Capital Pvt. Ltd,1500000.0,1500000.0,1,1,1,1,0,Aggressive Investor
BlackSoil Capital Pvt. Ltd.,2500000.0,2500000.0,1,1,1,1,0,Aggressive Investor
Blacksoil Capital Pvt. Ltd,1700000.0,1700000.0,1,1,1,1,0,Aggressive Investor
"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Blue Orchard,8000000.0,8000000.0,1,1,1,1,0,Aggressive Investor
Blume Ventures,2600000.0,866666.6666666666,3,3,1,2,0,Aggressive Investor
Blume Ventures & Other unnamed Investors,600000.0,600000.0,1,1,1,1,0,Aggressive Investor
"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",2100000.0,2100000.0,1,1,1,1,0,Aggressive Investor
"Blume Ventures, Flipkart",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",440000.0,440000.0,1,1,1,1,0,Aggressive Investor
"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",1500000.0,1500000.0,1,1,1,1,0,Aggressive Investor
"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,  Kunal Shah, Sandeep Tandon, Ashish Tulsian",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Blume Ventures,  Tracxn Labs",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Bodhtree Consulting Limited,232000.0,232000.0,1,1,1,1,0,Aggressive Investor
Brand Capital,49925000.0,7132142.857142857,7,2,3,2,1,Balanced Investor
"Brand Capital, Paragon Trust",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
Bravia Capital,16000000.0,16000000.0,1,1,1,1,0,Aggressive Investor
Bren Corporation,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
Brian Acton,3500000.0,3500000.0,1,1,1,1,0,Aggressive Investor
"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",540000.0,540000.0,1,1,1,1,0,Aggressive Investor
Broadbean Capital services,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,  Falcon Edge",25000000.0,25000000.0,1,1,1,1,0,Aggressive Investor
CASHurDRIVE Marketing Pvt Ltd,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
CDC Group Plc,19500000.0,19500000.0,1,1,1,1,0,Aggressive Investor
"CIO Angel Network, Indian Angel Network",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
CLSA Capital Partners ARIA IV Funds,10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
"CapitalG, Sequoia India",15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",670000.0,670000.0,1,1,1,1,0,Aggressive Investor
"Carlyle Group, Tiger Global",100000000.0,100000000.0,1,1,1,1,0,Aggressive Investor
Carpediem Capital,9500000.0,4750000.0,2,2,2,1,0,Aggressive Investor
Carpediem Capital & Others,368000.0,368000.0,1,1,1,1,0,Aggressive Investor
Carrick Capital Partners,35000000.0,35000000.0,1,1,1,1,0,Aggressive Investor
"Catamaran Ventures, New India Investment Corporation",4850000.0,4850000.0,1,1,1,1,0,Aggressive Investor
Cataraman Ventures,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
CerraCap,20000000.0,20000000.0,1,1,1,1,0,Aggressive Investor
"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",50000000.0,50000000.0,1,1,1,1,0,Aggressive Investor
"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",375000.0,375000.0,1,1,1,1,0,Aggressive Investor
Chandralekha Construction Pvt. Ltd.,15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"Chandrashekar Tallapragada, Pankaj Kapoor",180000.0,180000.0,1,1,1,1,0,Aggressive Investor
"Chatsworth Management, ITW Digital",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Chennai Angels,250000.0,250000.0,1,1,1,1,0,Aggressive Investor
"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",700000.0,700000.0,1,1,1,1,0,Aggressive Investor
"Chicago Capital Ventures, Sanjay Mehta, Others",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
ChrysCapital,63000000.0,63000000.0,1,1,1,1,0,Aggressive Investor
Clairvest Group,73700000.0,73700000.0,1,1,1,1,0,Aggressive Investor
Collaborative Licensing Ventures LLP,303000.0,303000.0,1,1,1,1,0,Aggressive Investor
Commonfloor,2500000.0,2500000.0,1,1,1,1,0,Aggressive Investor
"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",16600000.0,16600000.0,1,1,1,1,0,Aggressive Investor
"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",25000000.0,25000000.0,1,1,1,1,0,Aggressive Investor
Cross Border Angels & others,250000.0,250000.0,1,1,1,1,0,Aggressive Investor
Ctrip.com International Ltd,180000000.0,180000000.0,1,1,1,1,0,Aggressive Investor
CureFit,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Currae Healthtech Fund, Unicorn India Ventures",745000.0,745000.0,1,1,1,1,0,Aggressive Investor
DAH Beteiligungs GmbH,11000000.0,11000000.0,1,1,1,1,0,Aggressive Investor
"DG Ventures India, Dewan Housing Finance Corp",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",4500000.0,4500000.0,1,1,1,1,0,Aggressive Investor
DMG Information,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
DMG information Asia Pacific,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
DSG Consumer Partners,767000.0,383500.0,2,2,2,1,0,Aggressive Investor
"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
"DSG Consumer Partners, Saama Capital",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"DSG Consumer Partners, Saama Capital.",6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
"DSG consumer Partners, Paragon Partners",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",400000000.0,400000000.0,1,1,1,1,2,Conservative Investor
DTDC Express Ltd,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Daman Soni, Rajat Gupta & Others",100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
Deepak Gupta,200000.0,200000.0,1,1,1,1,0,Aggressive Investor
Deepak Gurnani,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Delhivery,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
"Delhivery, Sands Capital and Accel Partners",7000000.0,7000000.0,1,1,1,1,0,Aggressive Investor
"Delta Partners, Sequoia India,  Mayfield, Blacksoil, Trifecta Capital",20000000.0,20000000.0,1,1,1,1,0,Aggressive Investor
Deutsche Telekom Strategic Investments & Others,4100000.0,4100000.0,1,1,1,1,0,Aggressive Investor
Devdeep Singh,90000.0,90000.0,1,1,1,1,0,Aggressive Investor
"Development finance institution Belgian Investment Company, Oikocredit",8600000.0,8600000.0,1,1,1,1,0,Aggressive Investor
"Devidas Desai, Vipul Gautam, Singapore Angel Network",100000.0,100000.0,1,1,1,1,0,Aggressive Investor
Dheeraj Jain & Other angel investors,400000.0,400000.0,1,1,1,1,0,Aggressive Investor
Dheeraj Jain & Others,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,  Vivek Bhargava, Rahul Singh, Ambarish Gupta,",200000.0,200000.0,1,1,1,1,0,Aggressive Investor
"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Didi Kuaidi,30000000.0,30000000.0,1,1,1,1,0,Aggressive Investor
Digital Financial Service Lab,100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Dileep Bhatt, Milind Chaudhary",200000.0,200000.0,1,1,1,1,0,Aggressive Investor
"Dr Ramesh Ayyala, Satya Muthyala",250000.0,250000.0,1,1,1,1,0,Aggressive Investor
"Dr. Abhishek Pandey, Jaysukh Sapra",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Dr. Aniruddha Malpani,150000.0,150000.0,1,1,1,1,0,Aggressive Investor
Dr. Rameshwar Kumar,150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"Dr. Sridhar Ramaswamy, Rakesh Mathur",250000.0,250000.0,1,1,1,1,0,Aggressive Investor
"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
Dunamis Ventures Pte Ltd,2250000.0,2250000.0,1,1,1,1,0,Aggressive Investor
Dunamis Ventures Pte Ltd.,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
EVC Ventures,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Earlsfield Capital,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",315000.0,315000.0,1,1,1,1,0,Aggressive Investor
Edelweiss Private Equity,9000000.0,9000000.0,1,1,1,1,0,Aggressive Investor
Eduardo Saverin,13000000.0,13000000.0,1,1,1,1,0,Aggressive Investor
Eight Road Ventures,15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
